ms_uri,source_id,record_id,site_name,country,state_or_province,location,crs,commodity,deposit_type
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__waite-kauri-eagle-eye,https://doi.org/10.5382/econgeo.4950,Waite Kauri-Eagle Eye,Waite Kauri-Eagle Eye,Australia,"","",EPSG:4326,"cobalt,nickel","Oxide-Clay Silicate,Oxide-Clay silicate,Laterite,Oxide-clay silicate"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__yerilla-east-west,https://doi.org/10.5382/econgeo.4950,Yerilla East / West,Yerilla East / West,Australia,"","",EPSG:4326,"nickel,cobalt","Laterite,Clay silicate-Oxide,Clay silicate-oxide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__venus,https://doi.org/10.5382/econgeo.4950,Venus,Venus,Australia,"","",EPSG:4326,nickel,"Magmatic Sulphide,Archean komatiite,Archean Komatiite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__chironde,https://doi.org/10.5382/econgeo.4950,Chironde,Chironde,Zimbabwe,"","",EPSG:4326,nickel,"Stratabound Stratiform Reef-type,Magmatic Sulphide,Layered Intrusive"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__pitkin-state-forest,https://doi.org/10.5382/econgeo.4950,Pitkin-State Forest,Pitkin-State Forest,Australia,"","",EPSG:4326,"nickel,cobalt","Oxide,Oxide?,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__norton-lake,https://doi.org/10.5382/econgeo.4950,Norton Lake,Norton Lake,Canada,"","",EPSG:4326,"nickel,cobalt","Small M-UM Intrusion-related,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__leinster,https://doi.org/10.5382/econgeo.4950,Leinster,Leinster,Australia,"","",EPSG:4326,nickel,"Archean Komatiite,Archean komatiite,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__kroondal-psa,https://doi.org/10.5382/econgeo.4950,Kroondal (PSA),Kroondal (PSA),South Africa,"","",EPSG:4326,"cobalt,nickel","Layered Intrusive,Magmatic Sulphide,Stratabound Stratiform Reef-type"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__devolli-group,https://doi.org/10.5382/econgeo.4950,Devolli Group,Devolli Group,Albania,"","",EPSG:4326,"cobalt,nickel","Clay silicate-oxide-hydrous Mg silicate,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__sudbury-kirkwood-kghm,https://doi.org/10.5382/econgeo.4950,Sudbury-Kirkwood (KGHM),Sudbury-Kirkwood (KGHM),Canada,"",POINT (-80.89785833333333 46.56702222222222),EPSG:4326,nickel,"Magmatic Sulphide,Impact-related"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__knp-west-goongarrie-ghost-rocks,https://doi.org/10.5382/econgeo.4950,KNP West-Goongarrie: Ghost Rocks,KNP West-Goongarrie: Ghost Rocks,Australia,"","",EPSG:4326,"cobalt,nickel","Oxide-clay silicate,Oxide-Clay silicate,Laterite,Oxide-Hydrous Mg silicate,Oxide-hydrous Mg silicate,Oxide-Clay Silicate"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__rybozerskoe,https://doi.org/10.5382/econgeo.4950,Rybozerskoe,Rybozerskoe,Russia,"","",EPSG:4326,nickel,"Archean komatiite,Magmatic Sulphide,Archean Komatiite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__knp-west-goongarrie-goongarrie-south,https://doi.org/10.5382/econgeo.4950,KNP West-Goongarrie: Goongarrie South,KNP West-Goongarrie: Goongarrie South,Australia,"","",EPSG:4326,"cobalt,nickel","Oxide?,Laterite,Oxide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__cycloops-cyclops,https://doi.org/10.5382/econgeo.4950,Cycloops (Cyclops),Cycloops (Cyclops),Indonesia,"","",EPSG:4326,nickel,"Oxide-hydrous Mg silicate,Oxide-Hydrous Mg silicate,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__murrin-murrin,https://doi.org/10.5382/econgeo.4950,Murrin Murrin,Murrin Murrin,Australia,"","",EPSG:4326,"cobalt,nickel","Clay silicate,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__niwest-hepi,https://doi.org/10.5382/econgeo.4950,NiWest-Hepi,NiWest-Hepi,Australia,"","",EPSG:4326,"cobalt,nickel","Clay silicate,Laterite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__cheremshanskoe,https://doi.org/10.5382/econgeo.4950,Cheremshanskoe ,Cheremshanskoe ,Russia,"","",EPSG:4326,"cobalt,nickel","Hydrous Mg silicate-Oxide,Laterite,Hydrous Mg silicate-oxide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__brown-s-brown-s-east,https://doi.org/10.5382/econgeo.4950,Brown's-Brown's East,Brown's-Brown's East,Australia,"","",EPSG:4326,"nickel,cobalt","Magmatic Sulphide,Sediment-hosted polymetallic"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__shaw-dome-redstone,https://doi.org/10.5382/econgeo.4950,Shaw Dome-Redstone,Shaw Dome-Redstone,Canada,"","",EPSG:4326,nickel,"Archean Komatiite,Archean komatiite,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__monchegorsk-nkt,https://doi.org/10.5382/econgeo.4950,Monchegorsk-NKT,Monchegorsk-NKT,Russia,"","",EPSG:4326,"cobalt,nickel","Magmatic Sulphide,Layered Intrusive"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__thunder-bay-north-current-lake,https://doi.org/10.5382/econgeo.4950,Thunder Bay North-Current Lake,Thunder Bay North-Current Lake,Canada,"","",EPSG:4326,"nickel,cobalt","Small M-UM Intrusion-related,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__impala,https://doi.org/10.5382/econgeo.4950,Impala,Impala,South Africa,"","",EPSG:4326,nickel,"Layered Intrusive,Magmatic Sulphide,Stratabound Stratiform Reef-type"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__higdon,https://doi.org/10.5382/econgeo.4950,Higdon,Higdon,USA,"","",EPSG:4326,"nickel,cobalt","Sediment-hosted Pb-Zn,MVT,Hydrothermal Ni"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__lac-levac-nisk-1,https://doi.org/10.5382/econgeo.4950,Lac Levac-Nisk 1,Lac Levac-Nisk 1,Canada,"","",EPSG:4326,"cobalt,nickel","Magmatic Sulphide,Small M-UM Intrusion-related"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__volspruit,https://doi.org/10.5382/econgeo.4950,Volspruit,Volspruit,South Africa,"","",EPSG:4326,nickel,"Stratabound Contact-type,Layered Intrusive,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__long-point,https://doi.org/10.5382/econgeo.4950,Long Point,Long Point,Philippines,"","",EPSG:4326,nickel,"Oxide-hydrous Mg silicate,Laterite,Oxide-Hydrous Mg silicate"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__riihilathi,https://doi.org/10.5382/econgeo.4950,Riihilathi,Riihilathi,Finland,"","",EPSG:4326,"cobalt,nickel","Hydrothermal Ni,VMS"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__outokumpu-valkeisenranta-rytky,https://doi.org/10.5382/econgeo.4950,Outokumpu-Valkeisenranta (Rytky),Outokumpu-Valkeisenranta (Rytky),Finland,"","",EPSG:4326,"nickel,cobalt","Hydrothermal Ni,VMS"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__nye-basin,https://doi.org/10.5382/econgeo.4950,Nye Basin,Nye Basin,USA,"",POINT (-109.8 45.37),EPSG:4326,nickel,"Stratabound Stratiform Reef-type,Magmatic Sulphide,Layered Intrusive"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__akkim,https://doi.org/10.5382/econgeo.4950,Akkim,Akkim,Russia,"","",EPSG:4326,nickel,"Magmatic Sulphide,Small M-UM Intrusion-related"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__munda,https://doi.org/10.5382/econgeo.4950,Munda,Munda,Australia,"","",EPSG:4326,nickel,"Archean komatiite,Magmatic Sulphide,Archean Komatiite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__outokumpu-sarkalahti,https://doi.org/10.5382/econgeo.4950,Outokumpu-Sarkalahti,Outokumpu-Sarkalahti,Finland,"","",EPSG:4326,"nickel,cobalt","VMS,Hydrothermal Ni"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__wellgreen,https://doi.org/10.5382/econgeo.4950,Wellgreen,Wellgreen,Canada,"","",EPSG:4326,"cobalt,nickel","Magmatic Sulphide,Small M-UM Intrusion-related"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__mphahlele,https://doi.org/10.5382/econgeo.4950,Mphahlele,Mphahlele,South Africa,"","",EPSG:4326,nickel,"Layered Intrusive,Stratabound Stratiform Reef-type,Magmatic Sulphide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__kambalda-independence-group,https://doi.org/10.5382/econgeo.4950,Kambalda-Independence Group,Kambalda-Independence Group,Australia,"","",EPSG:4326,"cobalt,nickel","Archean komatiite,Magmatic Sulphide,Archean Komatiite"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__rapid-city-ii-dinagat-island,https://doi.org/10.5382/econgeo.4950,Rapid City II-Dinagat Island,Rapid City II-Dinagat Island,Philippines,"","",EPSG:4326,nickel,"Hydrous Mg silicate-Oxide,Laterite,Hydrous Mg silicate-oxide"
https://minmod.isi.edu/resource/site__10-5382-econgeo-4950__ipanema,https://doi.org/10.5382/econgeo.4950,Ipanema,Ipanema,Brazil,"","",EPSG:4326,nickel,"Laterite,Clay silicate"
