ms_uri,source_id,record_id,country,location,crs,other_names,state_or_province,site_name,commodity,deposit_type
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056222,https://mrdata.usgs.gov/mrds,10056222,United States,POINT (-120.82593 48.77538),EPSG:4326,"",Washington,Anacortes,"Silver,Tellurium,Lead,Zinc,Gold",Shoreline placer gold
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056224,https://mrdata.usgs.gov/mrds,10056224,United States,POINT (-121.63152 48.99509),EPSG:4326,Red Mountain,Washington,Boundary Red Mountain,"Gold,Bismuth,Silver,Tellurium,Copper","Alkalic epithermal gold ± Ag,Oxidized intrusion- related gold,Reduced intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067654,https://mrdata.usgs.gov/mrds,10067654,United States,POINT (-77.73831 38.23921),EPSG:4326,"",Virginia,Whitehall Mine,"Gold,Lead,Tellurium",Mesozonal orogenic gold
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068513,https://mrdata.usgs.gov/mrds,10068513,United States,POINT (-108.86733 36.2167),EPSG:4326,"",New Mexico,Toadlena Deposit,"Thorium,Iron,Tellurium","Arc U-M intrusion titanium- vanadium,Heavy mineral sands,Paleoplacer heavy mineral sands"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069224,https://mrdata.usgs.gov/mrds,10069224,Canada,POINT (-90.25012 48.6),EPSG:4326,Shebandowan Lake,Ontario,Shebandowan Mine,"Silver,Cobalt,Nickel,Platinum,Copper,Gold,Selenium,Tellurium,Palladium","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069237,https://mrdata.usgs.gov/mrds,10069237,Canada,POINT (-81.33312 46.43332),EPSG:4326,Lockberby Mine,Ontario,Lockerby Mine,"Silver,Cobalt,platinum-group elements,Selenium,Gold,Copper,Tellurium,Nickel","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069296,https://mrdata.usgs.gov/mrds,10069296,United States,POINT (-112.1458 40.52077),EPSG:4326,"Bingham Canyon Mine,Utah Copper",Utah,Bingham Open Pit Mine,"Bismuth,Tellurium,Platinum,Palladium,Copper,Zinc,Selenium,Gold,Molybdenum,Lead,Silver,Nickel","Low-fluorine porphyry molybdenum,Porphyry copper ± gold,Porphyry copper- molybdenum,Porphyry gold ± copper"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070071,https://mrdata.usgs.gov/mrds,10070071,Canada,POINT (-97.91715 55.70007),EPSG:4326,Birch Tree,Manitoba,Birchtree,"Tellurium,Copper,platinum-group elements,Selenium,Cobalt,Gold,Silver,Nickel","Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070482,https://mrdata.usgs.gov/mrds,10070482,United States,POINT (-112.97589 45.15934),EPSG:4326,Dakota Mine,Montana,Gold Bug Mine,"Lead,Bismuth,Gold,Tellurium,Silver,Copper",Ferroan carbonate polymetallic
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10071038,https://mrdata.usgs.gov/mrds,10071038,United States,POINT (-114.42173 44.86209),EPSG:4326,"",Idaho,Watchtower Prospect,"Gold,Tellurium,Silver","Alkalic epithermal gold ± Ag,Vein five-element"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10071317,https://mrdata.usgs.gov/mrds,10071317,United States,POINT (-112.26921 46.27073),EPSG:4326,"Katie Extension,Hope-Katie",Montana,Jib Group,"Gold,Zinc,Antimony,Silver,Lead,Tellurium,Copper","Alkalic epithermal gold ± Ag,Vein polymetallic"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10071386,https://mrdata.usgs.gov/mrds,10071386,United States,POINT (-109.21107 47.17631),EPSG:4326,"Smith Cut,McGinnis,Spotted Horse Claim,Kentucky Favorite Claim,Bonanza,Magin,Gold Hill",Montana,Spotted Horse Mine,"Gold,Tellurium,Lead,Zinc,Copper,Silver",Alkalic epithermal gold ± Ag
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10071610,https://mrdata.usgs.gov/mrds,10071610,United States,POINT (-115.42681 45.83709),EPSG:4326,"Protection,Golden Rule",Idaho,Buster Mine,"Copper,Gold,Silver,Tellurium",Oxidized intrusion- related gold
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10071631,https://mrdata.usgs.gov/mrds,10071631,United States,POINT (-115.36097 45.79097),EPSG:4326,"Surprise,Fish Hawk Group,Pansy",Idaho,American Eagle Mine,"Gold,Zinc,Lead,Silver,Tellurium,Copper",Alkalic epithermal gold ± Ag
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10073416,https://mrdata.usgs.gov/mrds,10073416,United States,POINT (-116.43793 47.11016),EPSG:4326,"Gold Nugget,Tyson Consolidated,Mammoth",Idaho,Tyson Placer,"Tellurium,Gold","Alkalic epithermal gold ± Ag,Epizonal orogenic gold,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10077274,https://mrdata.usgs.gov/mrds,10077274,United States,POINT (-116.53848 33.04173),EPSG:4326,"",California,Golden Chariot,"Gold,Tellurium","Alkalic epithermal gold ± Ag,Epizonal orogenic gold,Mesozonal orogenic gold,Oxidized intrusion- related gold,Reduced intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078171,https://mrdata.usgs.gov/mrds,10078171,United States,POINT (-81.33899 35.21039),EPSG:4326,Catawba Mine,North Carolina,Kings Mountain Mine,"Bismuth,Tellurium,Zinc,Antimony,Copper,Lead,Arsenic,Molybdenum,Gold,Silver","Bimodal felsic VMS,Iron oxide gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10078273,https://mrdata.usgs.gov/mrds,10078273,United States,POINT (-112.97922 45.14934),EPSG:4326,Excelsior Lode Mine,Montana,Excelsior Mine,"Bismuth,Tellurium,Copper,Gold,Manganese,Silver",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079437,https://mrdata.usgs.gov/mrds,10079437,United States,POINT (-78.49334 37.49562),EPSG:4326,"Mosely Mine,Garnett Mine,Booker Mine",Virginia,Morrow Mine,"Silver,Gold,Copper,Tellurium","Hypozonal orogenic gold,Mesozonal orogenic gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079845,https://mrdata.usgs.gov/mrds,10079845,United States,POINT (-78.10582 37.84366),EPSG:4326,"Fisher Mine,Hughes Mine,Red Mine",Virginia,Tellurium Mine,"Tellurium,Gold,Zinc,Bismuth","Hypozonal orogenic gold,Mesozonal orogenic gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079866,https://mrdata.usgs.gov/mrds,10079866,United States,POINT (-78.08527 37.84783),EPSG:4326,"",Virginia,Moss Mine,"Copper,Gold,Zinc,Vanadium,Tellurium,Lead",Mesozonal orogenic gold
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079875,https://mrdata.usgs.gov/mrds,10079875,United States,POINT (-78.0886 37.82338),EPSG:4326,"Gilmore Mine,Gilmer Mine",Virginia,Young American Mine,"Tellurium,Gold,Copper,Silver,Bismuth",Mesozonal orogenic gold
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10084800,https://mrdata.usgs.gov/mrds,10084800,Canada,POINT (-101.88396 54.75781),EPSG:4326,"",Manitoba,Flin Flon,"Arsenic,Selenium,Lead,Tellurium,Cadmium,Copper,Zinc,Silver,Gold",Bimodal felsic VMS
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10084825,https://mrdata.usgs.gov/mrds,10084825,"",POINT (177.85072 -17.49722),EPSG:4326,"","",Emperor,"Zinc,Silver,Arsenic,Tellurium,Lead,Gold",Alkalic epithermal gold ± Ag
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085872,https://mrdata.usgs.gov/mrds,10085872,Kazakhstan,POINT (74.50063 43.83139),EPSG:4326,"","",Chatyrkul',"Silver,Copper,Tellurium,Molybdenum,Selenium,Gold","Porphyry copper ± gold,Porphyry copper- molybdenum,Vein copper"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085912,https://mrdata.usgs.gov/mrds,10085912,Armenia,POINT (46.13468 39.16518),EPSG:4326,"","",Kadzharan,"Tellurium,Copper,Molybdenum,Gold,Bismuth","Porphyry copper ± gold,Porphyry copper- molybdenum,Porphyry gold ± copper"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085924,https://mrdata.usgs.gov/mrds,10085924,Russia,POINT (92.00005 53.99774),EPSG:4326,"","",Ol'Khovo,"Bismuth,Selenium,Tellurium,Gold,Cobalt,Copper","Ferroan carbonate polymetallic,Iron sulfide polymetallic"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085929,https://mrdata.usgs.gov/mrds,10085929,Russia,POINT (89.26685 59.16436),EPSG:4326,"","",Sovetsk,"Copper,Iron,Arsenic,Nickel,Silver,Gold,Bismuth,Lead,Antimony,Tellurium,Zinc","Epizonal orogenic gold,Hypozonal orogenic gold,Mesozonal orogenic gold,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085934,https://mrdata.usgs.gov/mrds,10085934,Armenia,POINT (45.86805 40.19846),EPSG:4326,"","",Zod,"Iron,Silver,Arsenic,Zinc,Cobalt,Lead,Tin,Tellurium,Copper,Antimony,Gold,Bismuth,Nickel",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10087101,https://mrdata.usgs.gov/mrds,10087101,United States,POINT (-112.95033 45.18712),EPSG:4326,"Blue Wing,Bannack Chief",Montana,Kent Mine,"Copper,Lead,Gold,Antimony,Tellurium,Silver,Manganese,Zinc","Replacement polymetallic,Replacement zinc-lead"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10087423,https://mrdata.usgs.gov/mrds,10087423,United States,POINT (-105.48779 37.55613),EPSG:4326,Courthouse Vein System,Colorado,Hamilton Mine,"Silver,Bismuth,Lead,Gold,Tellurium",Vein polymetallic
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10087902,https://mrdata.usgs.gov/mrds,10087902,United States,POINT (-107.52785 37.71557),EPSG:4326,"Little Giant,Patented Claim,Ms 9145",Colorado,Little Giant Mine,"Silver,Copper,Gold,Zinc,Tellurium,Lead,Antimony",Alkalic epithermal gold ± Ag
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10087903,https://mrdata.usgs.gov/mrds,10087903,United States,POINT (-107.53619 37.71445),EPSG:4326,"",Colorado,Summit Mine,"Antimony,Silver,Copper,Gold,Lead,Tellurium,Zinc",Alkalic epithermal gold ± Ag
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10087915,https://mrdata.usgs.gov/mrds,10087915,United States,POINT (-108.06009 37.3664),EPSG:4326,"MS 17118,1,MS 18511,Patented Claims,Incas No,MS 17117,Unexpected,Incas,Oriental,MS 18740,Gold Coin,Unexpected No,Great Divide No,Northern Slope,Northern Knight,Van Emmett Property,MS 18513,3,Moonlight,Great Divide,2",Colorado,Incas Mine,"Silver,Gold,Zinc,Lead,Copper,Tellurium","Alkalic epithermal gold ± Ag,Vein polymetallic"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10087919,https://mrdata.usgs.gov/mrds,10087919,United States,POINT (-108.02648 37.40557),EPSG:4326,"Unpatented Claims,Puzzle Nos,Jennie Lind,4-9",Colorado,Puzzle Mine,"Lead,Antimony,Copper,Gold,Silver,Tellurium",Vein polymetallic
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10087921,https://mrdata.usgs.gov/mrds,10087921,United States,POINT (-108.09482 37.77279),EPSG:4326,"Orion,America,Great Bear,Yule,Orion Mill Site,Little Wounder,Mayflower,Sirius,MS 16246a,Dick,Nil Desperandum,Otsego Estension,Lion,Ms18499,Gold Nugget Mill Site,Dunton Mill Site,MS 15746b,Otsego Extension Mill Site,Como Mill Site,Como,Heddle,Almont,MS 17235b,Patented Claims,MS 20539,Columbia,MS 18519,MS 12953a,Nettie,MS 12930,Susie,MS 12953b,MS 15747b,MS 1516,Dunton District,MS 17235a,Little Emma,Gold Nugget,Lombard Mill Site,Otsego Mill Site,Lombard,Little May,Otsego,MS 12931,Brooklyn MS 18498,MS 16240a,Mount Pleasant Mill Site,MS 15747a,MS 12951b,MS 15746a,MS 18486a,MS 16240b,MS 12951a,Priest,Horlick,Smuggler,MS 16246b",Colorado,Lone Cone District,"Tellurium,Gold,Zinc,Manganese,Copper,Antimony,Coal,Lead,Silver,Sulfur","Alkalic epithermal gold ± Ag,Intermediate- sulfidation (IS) epithermal silver-gold ± Zn, Pb, Cu, Sn, Mn,Vein polymetallic"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10089181,https://mrdata.usgs.gov/mrds,10089181,United States,POINT (-114.86373 44.25908),EPSG:4326,"3,Brindle Pup Group,Bright Star No",Idaho,Bright Star Mine,"Uranium,Gold,Silver,Fluorine-Fluorite,Tellurium",Vein fluorite
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10089370,https://mrdata.usgs.gov/mrds,10089370,United States,POINT (-81.46673 35.02651),EPSG:4326,"",South Carolina,Hull Prospect and Placer,"Bismuth,Gold,Tellurium",Mesozonal orogenic gold
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10091036,https://mrdata.usgs.gov/mrds,10091036,United States,POINT (-106.29144 39.31721),EPSG:4326,"",Colorado,Mt. Zion,"Lead,Tungsten,Tellurium,Iron,Copper,Boron-Borates,Zinc","Residual placer lead,Sandstone-hosted zinc-lead"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10092496,https://mrdata.usgs.gov/mrds,10092496,United States,POINT (-123.7981 42.1901),EPSG:4326,Lightning,Oregon,Mc Pherson Prospect,"Gold,Tellurium,Silver",Alkalic epithermal gold ± Ag
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093894,https://mrdata.usgs.gov/mrds,10093894,Tajikistan,POINT (70.50072 40.99821),EPSG:4326,"","",Kochbulak Deposit,"Tellurium,Silver,Lead,Manganese,Bismuth,Iron,Copper,Zinc,Gold,Antimony","Alkalic epithermal gold ± Ag,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10094404,https://mrdata.usgs.gov/mrds,10094404,United States,POINT (-105.48779 37.56308),EPSG:4326,Courthouse Vein System,Colorado,Gold Anchor Mine,"Tellurium,Gold,Silver","Alkalic epithermal gold ± Ag,Vein five-element,Vein polymetallic"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095509,https://mrdata.usgs.gov/mrds,10095509,United States,POINT (-118.25305 48.21735),EPSG:4326,Ada,Washington,Laura S,"Tellurium,Lead,Gold,Silver","Orogenic silver-lead- zinc-copper- antimony,Vein polymetallic"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096307,https://mrdata.usgs.gov/mrds,10096307,United States,POINT (-114.40653 44.86409),EPSG:4326,"",Idaho,True Blue Prospect,"Gold,Tellurium,Silver","Alkalic epithermal gold ± Ag,Low-sulfidation (LS) epither- mal gold-silver"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096345,https://mrdata.usgs.gov/mrds,10096345,United States,POINT (-115.86178 45.42927),EPSG:4326,"",Idaho,Washington Deposit,"Lead,Gold,Silver,Tellurium,Zinc",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097793,https://mrdata.usgs.gov/mrds,10097793,United States,POINT (-105.28584 37.57974),EPSG:4326,"",Colorado,Giant Gulch Placer,"Tellurium,Gold","Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10098084,https://mrdata.usgs.gov/mrds,10098084,United States,POINT (-113.82362 40.1391),EPSG:4326,"",Utah,Lucy L Mine,"Bismuth,Gold,Tungsten,Tellurium,Copper",Vein five-element
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10098739,https://mrdata.usgs.gov/mrds,10098739,Mexico,POINT (-109.69369 29.68492),EPSG:4326,Moctezuma Mine,Sonora,La Bamboya,"Uranium,Gold,Tellurium,Mercury,Lead",Alkalic epithermal gold ± Ag
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10100936,https://mrdata.usgs.gov/mrds,10100936,United States,POINT (-150.66947 59.50837),EPSG:4326,Honolulu Group,Alaska,Nukalaska,"Gold,Silver,Copper,Tellurium",Mesozonal orogenic gold
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101726,https://mrdata.usgs.gov/mrds,10101726,United States,POINT (-105.33307 38.12751),EPSG:4326,"Claims,Georgia,Centenial Tunnel,Augusta,Queen Victoria,Querida gold prospect,Triangle,Nemeha,Lookout,William,Maine",Colorado,Bassick Mine,"Copper,Silver,Zinc,Gold,Tellurium,Lead","Alkalic epithermal gold ± Ag,High-sulfidation (HS) epithermal silver-gold ± Cu,Intermediate- sulfidation (IS) epithermal silver-gold ± Zn, Pb, Cu, Sn, Mn"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101796,https://mrdata.usgs.gov/mrds,10101796,United States,POINT (-107.00506 38.34333),EPSG:4326,Vulcan,Colorado,Vulcan Mine,"Sulfur,Gold,Antimony,Copper,Bismuth,Silver,Vanadium,Tellurium,Arsenic,Zinc",Alkalic epithermal gold ± Ag
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101864,https://mrdata.usgs.gov/mrds,10101864,United States,POINT (-107.5348 37.71612),EPSG:4326,"",Colorado,Little May Mine,"Copper,Silver,Gold,Zinc,Lead,Antimony,Tellurium",Alkalic epithermal gold ± Ag
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101870,https://mrdata.usgs.gov/mrds,10101870,United States,POINT (-108.05704 37.4364),EPSG:4326,"",Colorado,Black Diamond Mine,"Tellurium,Lead,Silver,Gold,Copper","Alkalic epithermal gold ± Ag,Vein polymetallic"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101874,https://mrdata.usgs.gov/mrds,10101874,United States,POINT (-107.97008 37.44612),EPSG:4326,"Ruby King,Ms 1237,Patented Claim",Colorado,Ruby King Mine,"Silver,Arsenic,Antimony,Tellurium,Gold,Copper",Vein polymetallic
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101875,https://mrdata.usgs.gov/mrds,10101875,United States,POINT (-108.04176 37.43334),EPSG:4326,"Small Hope,Ms 10349,Patented Claim",Colorado,Small Hope Mine,"Gold,Copper,Tellurium,Silver","Alkalic epithermal gold ± Ag,Vein polymetallic"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101948,https://mrdata.usgs.gov/mrds,10101948,United States,POINT (-105.50113 37.57419),EPSG:4326,"",Colorado,Blanca Mine,"Lead,Gold,Tellurium,Bismuth,Silver","Alkalic epithermal gold ± Ag,Vein polymetallic"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101958,https://mrdata.usgs.gov/mrds,10101958,United States,POINT (-113.32871 46.81406),EPSG:4326,"",Montana,Fairview Mine,"Molybdenum,Barium-Barite,Copper,Tellurium,Silver,Bismuth,Gold","Orogenic silver-lead- zinc-copper- antimony,Vein five-element,Vein polymetallic"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10102017,https://mrdata.usgs.gov/mrds,10102017,United States,POINT (-113.2148 46.23267),EPSG:4326,"",Montana,Golden Eagle Mine,"Gold,Tellurium,Bismuth,Silver","Epizonal orogenic gold,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10102042,https://mrdata.usgs.gov/mrds,10102042,United States,POINT (-111.93142 45.21684),EPSG:4326,Kearsage Mine,Montana,Kearsarge Mine,"Silver,Gold,Tellurium","Alkalic epithermal gold ± Ag,Oxidized intrusion- related gold,Reduced intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10102961,https://mrdata.usgs.gov/mrds,10102961,United States,POINT (-117.21796 45.02236),EPSG:4326,"Granite Mtn Vein,Baker Mines Co,Mayflower Mine",Oregon,"Last Chance Vein, Cornucopia Mine","Copper,Arsenic,Silver,Tellurium,Gold,Zinc,Lead","Alkalic epithermal gold ± Ag,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103678,https://mrdata.usgs.gov/mrds,10103678,Canada,POINT (-81.06645 46.51666),EPSG:4326,"",Ontario,Murray Mine,"Gold,Copper,Tellurium,platinum-group elements,Nickel,Selenium,Cobalt,Silver","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103926,https://mrdata.usgs.gov/mrds,10103926,United States,POINT (-119.39572 39.67072),EPSG:4326,"Dispensia Claims,Maciza",Nevada,Buster Mines,"Silver,Lead,Gold,Tellurium,Copper","Alkalic epithermal gold ± Ag,Intermediate- sulfidation (IS) epithermal silver-gold ± Zn, Pb, Cu, Sn, Mn"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10104102,https://mrdata.usgs.gov/mrds,10104102,United States,POINT (-117.18813 37.74467),EPSG:4326,"Jumbo Extension Mining Co,Ground",Nevada,Gold Coin Mine,"Silver,Gold,Tellurium","Alkalic epithermal gold ± Ag,High-sulfidation (HS) epithermal silver-gold ± Cu,Low-sulfidation (LS) epither- mal gold-silver"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10104122,https://mrdata.usgs.gov/mrds,10104122,United States,POINT (-117.22508 37.71245),EPSG:4326,"Jumbo,Combination,Miss Jessie,Mohawk No,2 and No,Lucky Boy,Slim Jim Fraction,February,Red Top,Clermont,January,Laguna,Combination No,2,Golconda,Claims,1 and No,Hazel Queen,Red Boy,Grizzly Bear,Mammoth,Goldstone,Wonder,Last Chance,3,Goldwedge,Rustler Fraction,Vinegorone",Nevada,Goldfield Consolidated Mines Co.,"Potassium,Aluminum,Copper,Gold,Tellurium,Silver","Alkalic epithermal gold ± Ag,High-sulfidation (HS) epithermal silver-gold ± Cu,Low-sulfidation (LS) epither- mal gold-silver"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10104249,https://mrdata.usgs.gov/mrds,10104249,United States,POINT (-103.70196 43.76357),EPSG:4326,"",South Dakota,Turk Group,"Tellurium,Silver,Gold","Hypozonal orogenic gold,Mesozonal orogenic gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10105690,https://mrdata.usgs.gov/mrds,10105690,United States,POINT (-114.41313 44.86269),EPSG:4326,"Singeiser,Monument Cove,Singheiser,Singiser,Singiser-Monument Mine",Idaho,Monument Mine,"Copper,Tellurium,Selenium,Gold,Silver","Alkalic epithermal gold ± Ag,High-sulfidation (HS) epithermal silver-gold ± Cu,Intermediate- sulfidation (IS) epithermal silver-gold ± Zn, Pb, Cu, Sn, Mn,Low-sulfidation (LS) epither- mal gold-silver"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106770,https://mrdata.usgs.gov/mrds,10106770,Canada,POINT (-81.38729 46.63332),EPSG:4326,Onaping,Ontario,Onaping-Craig Mine,"Silver,Gold,Copper,platinum-group elements,Selenium,Tellurium,Nickel,Cobalt",Phosphorite
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106771,https://mrdata.usgs.gov/mrds,10106771,Canada,POINT (-81.06645 46.49166),EPSG:4326,"Clarabelle No,1-Copper Cliff North Mine",Ontario,Copper Cliff North Mine,"Gold,Copper,Cobalt,Selenium,Nickel,Tellurium,Silver,platinum-group elements","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106772,https://mrdata.usgs.gov/mrds,10106772,Canada,POINT (-90.24734 48.59583),EPSG:4326,"",Ontario,Shebandowan Mine,"Cobalt,Copper,Tellurium,Nickel,Selenium,platinum-group elements","Apatite- nepheline- titanite intrusion,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106874,https://mrdata.usgs.gov/mrds,10106874,Canada,POINT (-81.36868 46.65693),EPSG:4326,"",Ontario,Strathcona Mine,"Gold,Tellurium,Copper,Silver,platinum-group elements,Cobalt,Selenium,Nickel","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106950,https://mrdata.usgs.gov/mrds,10106950,United States,POINT (-118.76846 38.37936),EPSG:4326,Borealis Mine,Nevada,Freedom Flats Deposit,"Nickel,Silver,Selenium,Zinc,Arsenic,Mercury,Gold,Lead,Tellurium,Copper,Antimony,Bismuth",High-sulfidation (HS) epithermal silver-gold ± Cu
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107273,https://mrdata.usgs.gov/mrds,10107273,United States,POINT (-118.21688 44.82485),EPSG:4326,"Columbia,Mountain Belle,North Pole,Eureka,Amazon,E,Bunker Hill,From Ne To Sw South Pole,Analulu,Taber Fraction,Golconda,Excelsior",Oregon,North Pole-Columbia Lode,"Arsenic,Mercury,Antimony,Tellurium,Gold,Silver,Copper","Alkalic epithermal gold ± Ag,Low-sulfidation (LS) epither- mal gold-silver,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109328,https://mrdata.usgs.gov/mrds,10109328,United States,POINT (-122.99808 42.31177),EPSG:4326,"S,Demmer,U,Winkler,Gold Canyon,Government Land",Oregon,Opp,"Lead,Silver,Tellurium,Copper,Gold","Alkalic epithermal gold ± Ag,Low-sulfidation (LS) epither- mal gold-silver,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109555,https://mrdata.usgs.gov/mrds,10109555,Canada,POINT (-81.33312 46.68332),EPSG:4326,"",Ontario,Coleman Mine,"Cobalt,Tellurium,Gold,platinum-group elements,Nickel,Copper,Silver,Selenium",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109561,https://mrdata.usgs.gov/mrds,10109561,Canada,POINT (-81.35146 46.43055),EPSG:4326,"",Ontario,Crean Hill Mine,"Silver,Cobalt,Tellurium,Copper,Gold,platinum-group elements,Nickel,Selenium","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109568,https://mrdata.usgs.gov/mrds,10109568,Canada,POINT (-98.41716 55.21673),EPSG:4326,"Soab Lake,Cross Lake Mining Division",Manitoba,Soab North and South,"Cobalt,Gold,Silver,Copper,platinum-group elements,Selenium,Nickel,Tellurium","Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
