ms_uri,source_id,record_id,country,state_or_province,other_names,location,crs,site_name,commodity,deposit_type
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097137,https://mrdata.usgs.gov/mrds,10097137,Canada,Quebec,"",POINT (-69.61305 58.95843),EPSG:4326,Pio Lake,"platinum-group elements,Copper,Nickel","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097138,https://mrdata.usgs.gov/mrds,10097138,Canada,Quebec,"",POINT (-69.76583 59.16678),EPSG:4326,Lambda Lake,"Nickel,Copper,platinum-group elements","Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097139,https://mrdata.usgs.gov/mrds,10097139,Canada,Quebec,"",POINT (-69.91582 60.09735),EPSG:4326,Twin Lake,"platinum-group elements,Cobalt,Copper,Nickel","Anorthosite conduit nickel- copper-PGE,U-M conduit nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097140,https://mrdata.usgs.gov/mrds,10097140,Canada,Quebec,Lac Edouard,POINT (-71.15773 48.53607),EPSG:4326,Somex,"platinum-group elements,Nickel,Copper","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,Komatiite nickel-copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097141,https://mrdata.usgs.gov/mrds,10097141,Canada,Ontario,"",POINT (-93.06133 48.70278),EPSG:4326,Grassy Portage Bay,"Copper,platinum-group elements",Bimodal-mafic VMS
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097428,https://mrdata.usgs.gov/mrds,10097428,Canada,Quebec,"",POINT (-73.29928 61.66686),EPSG:4326,Donaldson Mine,"Cobalt,Nickel,Copper,platinum-group elements","Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10098420,https://mrdata.usgs.gov/mrds,10098420,Canada,British Columbia,"",POINT (-124.75853 54.7538),EPSG:4326,Granite Creek,"Gold,platinum-group elements,Platinum","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10098421,https://mrdata.usgs.gov/mrds,10098421,"","","",POINT (96.06658 24.13259),EPSG:4326,Meza River,"platinum-group elements,Gold,Platinum","Fluvial placer PGE,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10098422,https://mrdata.usgs.gov/mrds,10098422,Papua New Guinea,"","",POINT (149.96544 -10.13088),EPSG:4326,Magavara River,"platinum-group elements,Platinum,Gold,Nickel","Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10098423,https://mrdata.usgs.gov/mrds,10098423,Papua New Guinea,"","",POINT (148.74879 -9.84757),EPSG:4326,Doriri Creek,"platinum-group elements,Gold,Nickel,Platinum",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10099659,https://mrdata.usgs.gov/mrds,10099659,Venezuela,"","",POINT (-64.1036 7.43342),EPSG:4326,Cerro La Pinto Mine,"Gold,platinum-group elements",Mesozonal orogenic gold
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101002,https://mrdata.usgs.gov/mrds,10101002,United States,Alaska,"",POINT (-161.90515 61.80708),EPSG:4326,Willow Creek Gold Placer Mine,"platinum-group elements,Gold,Silver",Fluvial placer gold
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103678,https://mrdata.usgs.gov/mrds,10103678,Canada,Ontario,"",POINT (-81.06645 46.51666),EPSG:4326,Murray Mine,"Nickel,Tellurium,Gold,Silver,Cobalt,Copper,platinum-group elements,Selenium","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103709,https://mrdata.usgs.gov/mrds,10103709,Canada,Manitoba,Moak Mine,POINT (-97.53768 55.96924),EPSG:4326,Moak Lake,"Nickel,Copper,platinum-group elements","Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103724,https://mrdata.usgs.gov/mrds,10103724,South Africa,"","",POINT (25.09406 -28.99506),EPSG:4326,N. Klerksdorp,"Gold,Silver,Platinum,platinum-group elements","Fluvial placer PGE,Paleoplacer gold ± uranium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103725,https://mrdata.usgs.gov/mrds,10103725,South Africa,"","",POINT (25.09406 -28.99506),EPSG:4326,City Deep,"Platinum,Gold,platinum-group elements,Silver","Fluvial placer PGE,Supergene gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103726,https://mrdata.usgs.gov/mrds,10103726,South Africa,"","",POINT (25.09406 -28.99506),EPSG:4326,N. Kleinfontein,"Gold,Platinum,platinum-group elements,Silver","Fluvial placer PGE,Paleoplacer gold ± uranium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10103728,https://mrdata.usgs.gov/mrds,10103728,South Africa,"","",POINT (25.09406 -28.99506),EPSG:4326,Crown,"Silver,platinum-group elements,Platinum,Gold","Fluvial placer PGE,Supergene gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10105173,https://mrdata.usgs.gov/mrds,10105173,Cuba,"",Potosi Superior,POINT (-74.78106 20.56613),EPSG:4326,Potosi,"Iron,platinum-group elements,Chromium",Ophiolite chromium
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106326,https://mrdata.usgs.gov/mrds,10106326,South Africa,"",Free State Consolidated Gold Mines Limited,POINT (25.09406 -28.99506),EPSG:4326,Freegold,"Uranium,Silver,platinum-group elements,Gold","Paleoplacer gold ± uranium,Supergene gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106770,https://mrdata.usgs.gov/mrds,10106770,Canada,Ontario,Onaping,POINT (-81.38729 46.63332),EPSG:4326,Onaping-Craig Mine,"Silver,Cobalt,Nickel,Copper,Tellurium,Selenium,Gold,platinum-group elements",Phosphorite
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106771,https://mrdata.usgs.gov/mrds,10106771,Canada,Ontario,"Clarabelle No,1-Copper Cliff North Mine",POINT (-81.06645 46.49166),EPSG:4326,Copper Cliff North Mine,"Selenium,Silver,platinum-group elements,Copper,Nickel,Gold,Tellurium,Cobalt","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106772,https://mrdata.usgs.gov/mrds,10106772,Canada,Ontario,"",POINT (-90.24734 48.59583),EPSG:4326,Shebandowan Mine,"Nickel,platinum-group elements,Cobalt,Tellurium,Selenium,Copper","Apatite- nepheline- titanite intrusion,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106874,https://mrdata.usgs.gov/mrds,10106874,Canada,Ontario,"",POINT (-81.36868 46.65693),EPSG:4326,Strathcona Mine,"Silver,Cobalt,Selenium,Tellurium,Gold,platinum-group elements,Copper,Nickel","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106876,https://mrdata.usgs.gov/mrds,10106876,Japan,"","",POINT (142.24848 44.21501),EPSG:4326,Onnebetsu Deposit,platinum-group elements,"Fluvial placer PGE,Fluvial placer tungsten"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106886,https://mrdata.usgs.gov/mrds,10106886,Japan,"","",POINT (138.99872 36.49863),EPSG:4326,Dozangawa,"Gold,platinum-group elements",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106895,https://mrdata.usgs.gov/mrds,10106895,South Africa,"","Ltd,Simmer and Jack Mines",POINT (28.15145 -26.22993),EPSG:4326,Simmer and Jack,"Rhodium,Platinum,Ruthenium,Silver,platinum-group elements,Iridium,Osmium,Gold","Fluvial placer PGE,U-M layered intrusion PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106896,https://mrdata.usgs.gov/mrds,10106896,South Africa,"",Ltd,POINT (28.42367 -26.23549),EPSG:4326,New State Areas,"platinum-group elements,Uranium,Rhodium,Copper,Zinc,Iridium,Gold,Silver,Osmium,Lead,Ruthenium,Platinum","Fluvial placer PGE,U-M layered intrusion PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106897,https://mrdata.usgs.gov/mrds,10106897,South Africa,"","Modderfontein East,Ltd",POINT (28.46812 -26.26743),EPSG:4326,Modder E,"Zinc,Silver,Osmium,Copper,Gold,Platinum,Lead,Ruthenium,Rhodium,platinum-group elements,Iridium,Uranium","Fluvial placer PGE,Paleoplacer gold ± uranium,U-M layered intrusion PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106899,https://mrdata.usgs.gov/mrds,10106899,South Africa,"","Kinross Mines,Ltd",POINT (29.09311 -26.49658),EPSG:4326,Kinross,"platinum-group elements,Iridium,Rhodium,Gold,Osmium,Ruthenium,Silver,Platinum","Fluvial placer PGE,U-M layered intrusion PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106901,https://mrdata.usgs.gov/mrds,10106901,South Africa,"","Antimony Mine,Consolidated Murchison",POINT (30.76111 -23.88558),EPSG:4326,Murchison,"Silver,Rhodium,Arsenic,Gold,Palladium,Antimony,platinum-group elements,Platinum","Fluvial placer PGE,Supergene gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106904,https://mrdata.usgs.gov/mrds,10106904,South Africa,"",Potgietersrus Limb,POINT (28.83475 -23.99669),EPSG:4326,Platreef,"Palladium,Platinum,Gold,Osmium,Rhodium,Iridium,Ruthenium,platinum-group elements",U-M layered intrusion PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106907,https://mrdata.usgs.gov/mrds,10106907,Finland,"","",POINT (24.90277 61.33181),EPSG:4326,Vammala Mine,"Nickel,Copper,platinum-group elements","Arc U-M intru- sion nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107349,https://mrdata.usgs.gov/mrds,10107349,South Africa,"","",POINT (27.76812 -26.21328),EPSG:4326,South Roodepoort Mine,"Gold,platinum-group elements,Osmium,Iridium,Ruthenium,Copper,Rhodium,Uranium,Silver,Platinum,Lead,Zinc",Paleoplacer gold ± uranium
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107355,https://mrdata.usgs.gov/mrds,10107355,South Africa,"","",POINT (27.61813 -26.3466),EPSG:4326,Libanon Mine,"Iridium,platinum-group elements,Osmium,Silver,Gold,Platinum,Ruthenium,Sulfur, Sulfuric Acid,Rhodium,Sulfur,Uranium",Paleoplacer gold ± uranium
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107358,https://mrdata.usgs.gov/mrds,10107358,South Africa,"","",POINT (30.171 -24.7838),EPSG:4326,Grootboom Chrome Mine,"platinum-group elements,Chromium,Iron,Silica",U-M layered intrusion chromium
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107535,https://mrdata.usgs.gov/mrds,10107535,United States,Alaska,"",POINT (-161.73824 58.92175),EPSG:4326,Dry Gulch Platinum Placer,"platinum-group elements,Gold,Chromium",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107536,https://mrdata.usgs.gov/mrds,10107536,United States,Alaska,"Discovery,L,2b R,B,1b R,1b-5b,Claims",POINT (-161.70657 58.91675),EPSG:4326,Platinum Creek Platinum Placer,"platinum-group elements,Chromium,Gold",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109514,https://mrdata.usgs.gov/mrds,10109514,Australia,New South Wales,"",POINT (153.38413 -29.10284),EPSG:4326,Unnamed,"platinum-group elements,Platinum","Heavy mineral sands,Paleoplacer heavy mineral sands"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109515,https://mrdata.usgs.gov/mrds,10109515,Australia,New South Wales,"",POINT (153.33189 -29.35338),EPSG:4326,Esk River,"Platinum,platinum-group elements","Fluvial placer PGE,Heavy mineral sands,Paleoplacer heavy mineral sands,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109555,https://mrdata.usgs.gov/mrds,10109555,Canada,Ontario,"",POINT (-81.33312 46.68332),EPSG:4326,Coleman Mine,"Tellurium,Selenium,Nickel,Copper,Silver,Cobalt,Gold,platinum-group elements",Impact U-M intrusion nickel- copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109561,https://mrdata.usgs.gov/mrds,10109561,Canada,Ontario,"",POINT (-81.35146 46.43055),EPSG:4326,Crean Hill Mine,"Nickel,Gold,Copper,platinum-group elements,Tellurium,Silver,Cobalt,Selenium","Impact U-M intrusion nickel- copper-PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109564,https://mrdata.usgs.gov/mrds,10109564,Japan,"",Saruru - Gawa,POINT (143.28184 42.1151),EPSG:4326,Saru,platinum-group elements,Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109565,https://mrdata.usgs.gov/mrds,10109565,Japan,"","",POINT (142.56366 43.37596),EPSG:4326,Ushiuchi,"Platinum,platinum-group elements",Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109568,https://mrdata.usgs.gov/mrds,10109568,Canada,Manitoba,"Soab Lake,Cross Lake Mining Division",POINT (-98.41716 55.21673),EPSG:4326,Soab North and South,"Nickel,Tellurium,Gold,Cobalt,platinum-group elements,Selenium,Silver,Copper","Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10109596,https://mrdata.usgs.gov/mrds,10109596,United States,Alaska,"",POINT (-134.39534 58.27808),EPSG:4326,Douglas Island Deposit,"Chromium,platinum-group elements,Vanadium,Copper,Cobalt,Scandium,Nickel","Arc U-M intru- sion nickel- copper-PGE,Black shale nickel ± Mo- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10110043,https://mrdata.usgs.gov/mrds,10110043,Indonesia,"",Deposits Near Tjempaka Or Goenoeng Lawak,POINT (114.74946 -3.49807),EPSG:4326,Cempaka-Danau Seran Paleochannels,"Gold,platinum-group elements,Gemstone, Diamond","Fluvial placer PGE,Fluvial placer gemstones,Fluvial placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10111429,https://mrdata.usgs.gov/mrds,10111429,United States,Arizona,"East Pima,Mission - San Xavier - Eisenhower,Eisenhower Mine,Mission Porphyry Copper Deposit,Mission ExtensionSan Xavier,Palo Verde,East Pima Mine",POINT (-111.0643 31.99234),EPSG:4326,Mission Mine,"Tungsten,Copper,Lead,Zinc,Tin,Cadmium,Molybdenum,Silver,Fluorine-Fluorite,platinum-group elements,Gold","Porphyry copper ± gold,Porphyry copper- molybdenum"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10111638,https://mrdata.usgs.gov/mrds,10111638,United States,Alaska,"",POINT (-149.72006 67.73721),EPSG:4326,Snowden Creek,"Vanadium,Lead,Nickel,Chromium,platinum-group elements",U-M layered intrusion chromium
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112070,https://mrdata.usgs.gov/mrds,10112070,United States,Alaska,"Bob Creek,Cub Creek,Split Creek",POINT (-161.06363 65.5411),EPSG:4326,"Bob Creek,Bear Creek","Gold,platinum-group elements","Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112093,https://mrdata.usgs.gov/mrds,10112093,United States,Alaska,"Elaine 1-2,Port Hole,Carol Ann,Stella Marion,Tolovana Lode Claim,Livengood Ultramafic",POINT (-148.39743 65.49407),EPSG:4326,Parker,"Titanium,platinum-group elements,Cobalt,Asbestos,Chromium,Iron,Nickel","Arc U-M intru- sion nickel- copper-PGE,Ophiolite chromium,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112620,https://mrdata.usgs.gov/mrds,10112620,United States,Alaska,"Sr,Nick Alfred,1-13 Below,Nick Yohuk,Nicolai A,John R,Timothy Nick,Alfred Alixie,Fohn-Hanson,Geroge Wickert,David Nick,Albert Olick,Anna Yohuk,Willie David,Evan Kopuk,1-3,Glela Nick,Little Creek Nos,Pual Kopuk,Katherine Oliek,Clendon Company,Samuelson,Evan,1-12 Above,Jr,Minnie Nick,John Samuelson,Adam Andrew,Trail Creek Nos,Wassillie Epchook,Elena Yohak,Peter Nick,Jeluffie Olick",POINT (-161.47302 59.47847),EPSG:4326,Trail Creek Trib. Faro Creek,"platinum-group elements,Gold","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112687,https://mrdata.usgs.gov/mrds,10112687,United States,Alaska,"Red Rock Mining Co,Bee Mng,1-30,1-8,Co,Glacier Lake Mining Co,Rainbow Mtn,Nos,Padilla",POINT (-145.70273 63.35606),EPSG:4326,"Glacier Lake Mining Co. Nos. 1-8,Emerick Lode","Nickel,Gold,Silver,Copper,platinum-group elements,Lead","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,U-M conduit nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112731,https://mrdata.usgs.gov/mrds,10112731,United States,Alaska,"Granite Creek,Fitzpatrick,Cities Service Minerals Corp",POINT (-144.05375 62.98439),EPSG:4326,"Judy,Cities Service Minerals Corp.","Iron,Cobalt,Silver,Nickel,Copper,platinum-group elements,Gold","Anorthosite conduit nickel- copper-PGE,Arc U-M intru- sion nickel- copper-PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112824,https://mrdata.usgs.gov/mrds,10112824,United States,Alaska,"",POINT (-161.89483 61.8304),EPSG:4326,Arnold,"Tungsten,Lead,platinum-group elements,Molybdenum,Silver,Gold,Copper",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112827,https://mrdata.usgs.gov/mrds,10112827,United States,Alaska,"",POINT (-144.81939 63.18438),EPSG:4326,Big Four Creek,"Gold,Nickel,platinum-group elements","Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112849,https://mrdata.usgs.gov/mrds,10112849,United States,Alaska,"",POINT (-144.89299 63.17187),EPSG:4326,Chistochina River,"Gold,platinum-group elements,Silver,Tungsten","Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112855,https://mrdata.usgs.gov/mrds,10112855,United States,Alaska,"2,1-10,3,Co,Yttrium,Chilly No,Ltd,K10 Thru K16,Chanson,Andrew Mng,Charles F,1-8,Utah Construction and Mng,Mueller,Barbara Fox,M13 Thru M16,G,1-4,Goodro,John Worthington,Mt,Ferrous Fraction,Joker Group,Juan Munoz,Donald P,Salt Chuck Mng,B,Fredrick,4,Ferrous No,Alaska Palladuim Company,J10 Thru J16,Richter,Roy Allen Nos,Herbert,May Nos,Salt Chuck Nos,Alaska Gold and Metals Co,Orbex Minerals,L11 Thru L16,Solar Development Company,Fredrick No,Salt Chuck Mill,Prince of Wales Mng",POINT (-132.56011 55.63303),EPSG:4326,Salt Chuck,"Silver,Vanadium,Iron,platinum-group elements,Copper,Gold",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112876,https://mrdata.usgs.gov/mrds,10112876,United States,Alaska,"James,Rochelle,Gilbert,Flag Pup,Bleich,Smith,William,Gold Creek,B S Gold 1-2,Pettyjohn Pup 1-11,Hodges,Schorr,Gold Creek 3 Above,Ptarmigan Pup 1-2,Rasmussen,1,Amos",POINT (-147.74408 62.2363),EPSG:4326,Gold Creek Trib. Oshetna R.,"platinum-group elements,Gold","Epizonal orogenic gold,Fluvial placer PGE,Fluvial placer gold,Hypozonal orogenic gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112879,https://mrdata.usgs.gov/mrds,10112879,United States,Alaska,"",POINT (-142.17945 64.64256),EPSG:4326,Butte Creek Ultramafic,"platinum-group elements,Gold","Arc U-M intru- sion nickel- copper-PGE,U-M layered intrusion PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10114103,https://mrdata.usgs.gov/mrds,10114103,United States,California,"",POINT (-124.02446 41.80562),EPSG:4326,Lind Mine,"platinum-group elements,Gold","Epizonal orogenic gold,Fluvial placer gold,Hypozonal orogenic gold,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10114147,https://mrdata.usgs.gov/mrds,10114147,United States,California,"",POINT (-123.94945 41.79542),EPSG:4326,Craig Creek,"Gold,platinum-group elements","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10115107,https://mrdata.usgs.gov/mrds,10115107,United States,California,"",POINT (-123.65894 41.19233),EPSG:4326,Klamath River,"Gold,platinum-group elements","Fluvial placer PGE,Fluvial placer gold,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10115125,https://mrdata.usgs.gov/mrds,10115125,United States,California,"",POINT (-121.04383 38.78909),EPSG:4326,Upper American,"platinum-group elements,Gold","Epizonal orogenic gold,Mesozonal orogenic gold,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10116899,https://mrdata.usgs.gov/mrds,10116899,United States,California,"",POINT (-115.52394 35.39281),EPSG:4326,Gmx Group,"Silver,Gold,platinum-group elements","Breccia pipe gold,Oxidized intrusion- related gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10124499,https://mrdata.usgs.gov/mrds,10124499,United States,Montana,"",POINT (-109.24497 45.63432),EPSG:4326,(Facility) Stillwater Pgm Smelter,platinum-group elements,"Anorthosite conduit nickel- copper-PGE,Impact U-M intrusion nickel- copper-PGE,U-M layered intrusion PGE,U-M layered intrusion nickel- copper-PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10124739,https://mrdata.usgs.gov/mrds,10124739,United States,Montana,"Frog Pond Audit,East Boulder Project,Jack Pine Project,J-M Reef",POINT (-110.0873 45.5028),EPSG:4326,"Boulder Creek Mine,Jack Pine Project","Copper,Platinum,Palladium,Nickel,platinum-group elements,Gold",U-M layered intrusion PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10125179,https://mrdata.usgs.gov/mrds,10125179,United States,Nevada,"Moapa Venture,Moapa Project",POINT (-114.67503 36.87968),EPSG:4326,Moapa,"platinum-group elements,Gold",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10128310,https://mrdata.usgs.gov/mrds,10128310,United States,Oregon,"",POINT (-124.45149 42.84841),EPSG:4326,Crystal Terrace Placer,"Gold,platinum-group elements,Chromium","Fluvial placer PGE,Shoreline placer gold"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10128774,https://mrdata.usgs.gov/mrds,10128774,United States,Oregon,"",POINT (-118.09855 45.33015),EPSG:4326,La Grande,platinum-group elements,Fluvial placer PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10130123,https://mrdata.usgs.gov/mrds,10130123,United States,Utah,"",POINT (-110.46352 37.81169),EPSG:4326,Colorado River Placers,"platinum-group elements,Silver,Gold",Fluvial placer gold
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10131938,https://mrdata.usgs.gov/mrds,10131938,United States,Washington,"Eureka,Monica,Slate Creek,New Light Mine,Bonita",POINT (-120.72681 48.76122),EPSG:4326,New Light Group,"Gold,Nickel,Copper,platinum-group elements,Lead,Silver",""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10132975,https://mrdata.usgs.gov/mrds,10132975,Canada,Ontario,"",POINT (-80.80037 46.58189),EPSG:4326,Falconbridge Mine,"Nickel,Copper,Platinum,platinum-group elements,Gold,Silver,Cobalt,Palladium","Impact U-M intrusion nickel- copper-PGE,Komatiite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE,U-M layered intrusion nickel- copper-PGE,Vein ± replacement nickel"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10133721,https://mrdata.usgs.gov/mrds,10133721,United Kingdom,"","",POINT (-2.23098 52.0157),EPSG:4326,(Facility) Brimsdown Refinery,"Silver,Copper,Nickel,Gold,Mercury,platinum-group elements",Ophiolite nickel-copper-PGE
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10133950,https://mrdata.usgs.gov/mrds,10133950,Philippines,"","Caraboa Valley,Western Misamis Oriental,Opol Deposits,Belt,Sab,Tagsulip,Laon,Tingalan River",POINT (124.57924 8.50076),EPSG:4326,Lourdes-Misamis-Cagayan Chromite,"Iron,Chromium,platinum-group elements","Ophiolite chromium,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134114,https://mrdata.usgs.gov/mrds,10134114,Thailand,"","",POINT (102.38305 17.83313),EPSG:4326,Ban Kam Duang Deposit,platinum-group elements,""
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134180,https://mrdata.usgs.gov/mrds,10134180,Philippines,"",Inloc Zambales,POINT (120.09512 15.57898),EPSG:4326,"Insular Chromite Reserve No.1,Mas","Silica,platinum-group elements,Aluminum,Iron,Magnesite,Chromium",Ophiolite chromium
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134358,https://mrdata.usgs.gov/mrds,10134358,Philippines,"","No,Nagsasa and Silangin In San An,Including Deposits At San Marceli,Tonio,And East Palauig",POINT (120.16932 15.00014),EPSG:4326,South Zambales:Cabangan To Subic,"Chromium,platinum-group elements","Ophiolite chromium,U-M layered intrusion chromium"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134475,https://mrdata.usgs.gov/mrds,10134475,United Kingdom,"","",POINT (-0.281 51.51566),EPSG:4326,(Facility) Acton  Refinery,platinum-group elements,"Arc U-M intru- sion nickel- copper-PGE,Ophiolite nickel-copper-PGE,U-M conduit nickel-copper- PGE,U-M intrusion nickel-copper- PGE"
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134651,https://mrdata.usgs.gov/mrds,10134651,South Africa,"","",POINT (29.10144 -26.51658),EPSG:4326,Bracken,"Silver,platinum-group elements,Gold","Paleoplacer gold ± uranium,Supergene gold"
